title,url,rating
"Hurricane, The (1999)",https://www.imdb.com/title/tt0174856/,22
Whale Rider (2002),https://www.imdb.com/title/tt0298228/,22
Blade II (2002),https://www.imdb.com/title/tt0187738/,22
Big Night (1996),https://www.imdb.com/title/tt0115678/,22
"Red Violin, The (Violon rouge, Le) (1998)",https://www.imdb.com/title/tt0120802/,22
Murder in the First (1995),https://www.imdb.com/title/tt0113870/,22
Starman (1984),https://www.imdb.com/title/tt088172/,22
"Man in the Iron Mask, The (1998)",https://www.imdb.com/title/tt0120744/,22
Stir of Echoes (1999),https://www.imdb.com/title/tt0164181/,22
Miracle on 34th Street (1947),https://www.imdb.com/title/tt039628/,22
Adventures in Babysitting (1987),https://www.imdb.com/title/tt092513/,22
Body Heat (1981),https://www.imdb.com/title/tt082089/,22
Milk Money (1994),https://www.imdb.com/title/tt0110516/,22
"American in Paris, An (1951)",https://www.imdb.com/title/tt043278/,22
Spy Hard (1996),https://www.imdb.com/title/tt0117723/,22
Monty Python's And Now for Something Completely Different (1971),https://www.imdb.com/title/tt066765/,22
"Spy Who Loved Me, The (1977)",https://www.imdb.com/title/tt076752/,22
Resident Evil (2002),https://www.imdb.com/title/tt0120804/,22
Anastasia (1997),https://www.imdb.com/title/tt0118617/,22
Matchstick Men (2003),https://www.imdb.com/title/tt0325805/,22
Assassins (1995),https://www.imdb.com/title/tt0112401/,22
Bedknobs and Broomsticks (1971),https://www.imdb.com/title/tt066817/,22
Beautiful Girls (1996),https://www.imdb.com/title/tt0115639/,22
Rosencrantz and Guildenstern Are Dead (1990),https://www.imdb.com/title/tt0100519/,22
"Arrival, The (1996)",https://www.imdb.com/title/tt0115571/,22
"Darjeeling Limited, The (2007)",https://www.imdb.com/title/tt0838221/,21
Timecop (1994),https://www.imdb.com/title/tt0111438/,21
Underworld (2003),https://www.imdb.com/title/tt0320691/,21
Yellow Submarine (1968),https://www.imdb.com/title/tt063823/,21
Mission: Impossible III (2006),https://www.imdb.com/title/tt0317919/,21
Nurse Betty (2000),https://www.imdb.com/title/tt0171580/,21
Around the World in 80 Days (1956),https://www.imdb.com/title/tt048960/,21
Big Hero 6 (2014),https://www.imdb.com/title/tt02245084/,21
Hairspray (1988),https://www.imdb.com/title/tt095270/,21
M (1931),https://www.imdb.com/title/tt022100/,21
Flirting With Disaster (1996),https://www.imdb.com/title/tt0116324/,21
Tangled (2010),https://www.imdb.com/title/tt0398286/,21
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",https://www.imdb.com/title/tt013442/,21
Papillon (1973),https://www.imdb.com/title/tt070511/,21
"Odd Couple, The (1968)",https://www.imdb.com/title/tt063374/,21
"Haunting, The (1999)",https://www.imdb.com/title/tt0171363/,21
Gremlins 2: The New Batch (1990),https://www.imdb.com/title/tt099700/,21
Dallas Buyers Club (2013),https://www.imdb.com/title/tt0790636/,21
Top Hat (1935),https://www.imdb.com/title/tt027125/,21
"Fox and the Hound, The (1981)",https://www.imdb.com/title/tt082406/,21
Blast from the Past (1999),https://www.imdb.com/title/tt0124298/,21
"Last Picture Show, The (1971)",https://www.imdb.com/title/tt067328/,21
Summer of Sam (1999),https://www.imdb.com/title/tt0162677/,21
"King and I, The (1956)",https://www.imdb.com/title/tt049408/,21
Rocky IV (1985),https://www.imdb.com/title/tt089927/,21
Lake Placid (1999),https://www.imdb.com/title/tt0139414/,21
"Parent Trap, The (1961)",https://www.imdb.com/title/tt055277/,21
Notorious (1946),https://www.imdb.com/title/tt038787/,21
Cube (1997),https://www.imdb.com/title/tt0123755/,21
"Family Man, The (2000)",https://www.imdb.com/title/tt0218967/,21
Rocky III (1982),https://www.imdb.com/title/tt084602/,21
Lilo & Stitch (2002),https://www.imdb.com/title/tt0275847/,21
Ladyhawke (1985),https://www.imdb.com/title/tt089457/,21
F/X (1986),https://www.imdb.com/title/tt089118/,21
"Commitments, The (1991)",https://www.imdb.com/title/tt0101605/,21
Nashville (1975),https://www.imdb.com/title/tt073440/,21
Corpse Bride (2005),https://www.imdb.com/title/tt0121164/,21
Ray (2004),https://www.imdb.com/title/tt0350258/,21
"Ghost and the Darkness, The (1996)",https://www.imdb.com/title/tt0116409/,21
William Shakespeare's A Midsummer Night's Dream (1999),https://www.imdb.com/title/tt0140379/,21
"Purple Rose of Cairo, The (1985)",https://www.imdb.com/title/tt089853/,21
High Noon (1952),https://www.imdb.com/title/tt044706/,21
"Basketball Diaries, The (1995)",https://www.imdb.com/title/tt0112461/,21
Save the Last Dance (2001),https://www.imdb.com/title/tt0206275/,21
"Devil Wears Prada, The (2006)",https://www.imdb.com/title/tt0458352/,21
Death Becomes Her (1992),https://www.imdb.com/title/tt0104070/,21
Bringing Out the Dead (1999),https://www.imdb.com/title/tt0163988/,21
Iron Man 3 (2013),https://www.imdb.com/title/tt01300854/,21
"Joy Luck Club, The (1993)",https://www.imdb.com/title/tt0107282/,21
EDtv (1999),https://www.imdb.com/title/tt0131369/,21
City Hall (1996),https://www.imdb.com/title/tt0115907/,21
Dirty Rotten Scoundrels (1988),https://www.imdb.com/title/tt095031/,21
Midnight in Paris (2011),https://www.imdb.com/title/tt01605783/,21
Barbarella (1968),https://www.imdb.com/title/tt062711/,21
Manhattan Murder Mystery (1993),https://www.imdb.com/title/tt0107507/,21
"Good bye, Lenin! (2003)",https://www.imdb.com/title/tt0301357/,21
"Mighty Wind, A (2003)",https://www.imdb.com/title/tt0310281/,21
"Jackal, The (1997)",https://www.imdb.com/title/tt0119395/,21
Heaven Can Wait (1978),https://www.imdb.com/title/tt077663/,21
"Sandlot, The (1993)",https://www.imdb.com/title/tt0108037/,21
"Man Without a Face, The (1993)",https://www.imdb.com/title/tt0107501/,21
"Amazing Spider-Man, The (2012)",https://www.imdb.com/title/tt0948470/,20
"6th Day, The (2000)",https://www.imdb.com/title/tt0216216/,20
Ghost Dog: The Way of the Samurai (1999),https://www.imdb.com/title/tt0165798/,20
8 1/2 (8½) (1963),https://www.imdb.com/title/tt056801/,20
Star Trek Into Darkness (2013),https://www.imdb.com/title/tt01408101/,20
Breaking the Waves (1996),https://www.imdb.com/title/tt0115751/,20
Immortal Beloved (1994),https://www.imdb.com/title/tt0110116/,20
Forever Young (1992),https://www.imdb.com/title/tt0104291/,20
Zodiac (2007),https://www.imdb.com/title/tt0443706/,20
"Girl, Interrupted (1999)",https://www.imdb.com/title/tt0172493/,20
"History of Violence, A (2005)",https://www.imdb.com/title/tt0399146/,20
Bio-Dome (1996),https://www.imdb.com/title/tt0115683/,20
Volcano (1997),https://www.imdb.com/title/tt0120461/,20
"Thin Blue Line, The (1988)",https://www.imdb.com/title/tt096257/,20
Midnight in the Garden of Good and Evil (1997),https://www.imdb.com/title/tt0119668/,20
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),https://www.imdb.com/title/tt087544/,20
3:10 to Yuma (2007),https://www.imdb.com/title/tt0381849/,20
Real Genius (1985),https://www.imdb.com/title/tt089886/,20
Richie Rich (1994),https://www.imdb.com/title/tt0110989/,20
"Little Princess, A (1995)",https://www.imdb.com/title/tt0113670/,20
All the President's Men (1976),https://www.imdb.com/title/tt074119/,20
Pride & Prejudice (2005),https://www.imdb.com/title/tt0414387/,20
All That Jazz (1979),https://www.imdb.com/title/tt078754/,20
"Downfall (Untergang, Der) (2004)",https://www.imdb.com/title/tt0363163/,20
Vertical Limit (2000),https://www.imdb.com/title/tt0190865/,20
Kiss the Girls (1997),https://www.imdb.com/title/tt0119468/,20
My Favorite Year (1982),https://www.imdb.com/title/tt084370/,20
"Day the Earth Stood Still, The (1951)",https://www.imdb.com/title/tt043456/,20
Toys (1992),https://www.imdb.com/title/tt0105629/,20
"Dead Zone, The (1983)",https://www.imdb.com/title/tt085407/,20
Ruthless People (1986),https://www.imdb.com/title/tt091877/,20
From Here to Eternity (1953),https://www.imdb.com/title/tt045793/,20
Pushing Tin (1999),https://www.imdb.com/title/tt0120797/,20
Sudden Death (1995),https://www.imdb.com/title/tt0114576/,20
"Ideal Husband, An (1999)",https://www.imdb.com/title/tt0122541/,20
"Man Who Wasn't There, The (2001)",https://www.imdb.com/title/tt0243133/,20
Wall Street (1987),https://www.imdb.com/title/tt094291/,20
Bring It On (2000),https://www.imdb.com/title/tt0204946/,20
Steel Magnolias (1989),https://www.imdb.com/title/tt098384/,20
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",https://www.imdb.com/title/tt0311429/,20
Five Easy Pieces (1970),https://www.imdb.com/title/tt065724/,20
From Hell (2001),https://www.imdb.com/title/tt0120681/,20
Team America: World Police (2004),https://www.imdb.com/title/tt0372588/,20
Inspector Gadget (1999),https://www.imdb.com/title/tt0141369/,20
Stalag 17 (1953),https://www.imdb.com/title/tt046359/,20
Alice in Wonderland (2010),https://www.imdb.com/title/tt01014759/,20
Lost Highway (1997),https://www.imdb.com/title/tt0116922/,20
"Lost Boys, The (1987)",https://www.imdb.com/title/tt093437/,20
Flatliners (1990),https://www.imdb.com/title/tt099582/,20
"Chronicles of Riddick, The (2004)",https://www.imdb.com/title/tt0296572/,20
Evolution (2001),https://www.imdb.com/title/tt0251075/,20
All About My Mother (Todo sobre mi madre) (1999),https://www.imdb.com/title/tt0185125/,20
Ice Age 2: The Meltdown (2006),https://www.imdb.com/title/tt0438097/,20
"Paper, The (1994)",https://www.imdb.com/title/tt0110771/,20
Looper (2012),https://www.imdb.com/title/tt01276104/,20
Absolute Power (1997),https://www.imdb.com/title/tt0118548/,20
Romeo Must Die (2000),https://www.imdb.com/title/tt0165929/,19
Cape Fear (1962),https://www.imdb.com/title/tt055824/,19
Cop Land (1997),https://www.imdb.com/title/tt0118887/,19
Bed of Roses (1996),https://www.imdb.com/title/tt0115644/,19
Argo (2012),https://www.imdb.com/title/tt01024648/,19
One Fine Day (1996),https://www.imdb.com/title/tt0117247/,19
"Cook the Thief His Wife & Her Lover, The (1989)",https://www.imdb.com/title/tt097108/,19
Bad Santa (2003),https://www.imdb.com/title/tt0307987/,19
Capote (2005),https://www.imdb.com/title/tt0379725/,19
Mr. Deeds (2002),https://www.imdb.com/title/tt0280590/,19
"Civil Action, A (1998)",https://www.imdb.com/title/tt0120633/,19
RoboCop 2 (1990),https://www.imdb.com/title/tt0100502/,19
Return to Me (2000),https://www.imdb.com/title/tt0122459/,19
Three Men and a Baby (1987),https://www.imdb.com/title/tt094137/,19
Awakenings (1990),https://www.imdb.com/title/tt099077/,19
"Wings of Desire (Himmel über Berlin, Der) (1987)",https://www.imdb.com/title/tt093191/,19
Kung Fu Hustle (Gong fu) (2004),https://www.imdb.com/title/tt0373074/,19
"View to a Kill, A (1985)",https://www.imdb.com/title/tt090264/,19
Closer (2004),https://www.imdb.com/title/tt0376541/,19
Cloverfield (2008),https://www.imdb.com/title/tt01060277/,19
Cinderella Man (2005),https://www.imdb.com/title/tt0352248/,19
Bananas (1971),https://www.imdb.com/title/tt066808/,19
Clue (1985),https://www.imdb.com/title/tt088930/,19
Sweeney Todd: The Demon Barber of Fleet Street (2007),https://www.imdb.com/title/tt0408236/,19
Grease 2 (1982),https://www.imdb.com/title/tt084021/,19
"Karate Kid, Part III, The (1989)",https://www.imdb.com/title/tt097647/,19
Invasion of the Body Snatchers (1956),https://www.imdb.com/title/tt049366/,19
Rocky V (1990),https://www.imdb.com/title/tt0100507/,19
Wolf (1994),https://www.imdb.com/title/tt0111742/,19
Old Yeller (1957),https://www.imdb.com/title/tt050798/,19
Spartacus (1960),https://www.imdb.com/title/tt054331/,19
My Life as a Dog (Mitt liv som hund) (1985),https://www.imdb.com/title/tt089606/,19
Battlefield Earth (2000),https://www.imdb.com/title/tt0185183/,19
"Inconvenient Truth, An (2006)",https://www.imdb.com/title/tt0497116/,19
One Hour Photo (2002),https://www.imdb.com/title/tt0265459/,19
Eastern Promises (2007),https://www.imdb.com/title/tt0765443/,19
Tropic Thunder (2008),https://www.imdb.com/title/tt0942385/,19
Final Fantasy: The Spirits Within (2001),https://www.imdb.com/title/tt0173840/,19
Wreck-It Ralph (2012),https://www.imdb.com/title/tt01772341/,19
"Absent-Minded Professor, The (1961)",https://www.imdb.com/title/tt054594/,19
End of Days (1999),https://www.imdb.com/title/tt0146675/,19
Hancock (2008),https://www.imdb.com/title/tt0448157/,19
Limitless (2011),https://www.imdb.com/title/tt01219289/,19
Breaking Away (1979),https://www.imdb.com/title/tt078902/,19
The Machinist (2004),https://www.imdb.com/title/tt0361862/,19
Days of Thunder (1990),https://www.imdb.com/title/tt099371/,19
Boomerang (1992),https://www.imdb.com/title/tt0103859/,19
Mad Max Beyond Thunderdome (1985),https://www.imdb.com/title/tt089530/,19
"Blue Lagoon, The (1980)",https://www.imdb.com/title/tt080453/,19
Police Academy 2: Their First Assignment (1985),https://www.imdb.com/title/tt089822/,19
"Blind Side, The  (2009)",https://www.imdb.com/title/tt0878804/,19
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),https://www.imdb.com/title/tt0101640/,19
Harvey (1950),https://www.imdb.com/title/tt042546/,19
"Straight Story, The (1999)",https://www.imdb.com/title/tt0166896/,19
Touch of Evil (1958),https://www.imdb.com/title/tt052311/,19
Predator 2 (1990),https://www.imdb.com/title/tt0100403/,19
"Lord of the Rings, The (1978)",https://www.imdb.com/title/tt077869/,19
"'burbs, The (1989)",https://www.imdb.com/title/tt096734/,19
Scary Movie 2 (2001),https://www.imdb.com/title/tt0257106/,19
Down by Law (1986),https://www.imdb.com/title/tt090967/,19
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",https://www.imdb.com/title/tt058461/,19
Sphere (1998),https://www.imdb.com/title/tt0120184/,19
Serendipity (2001),https://www.imdb.com/title/tt0240890/,19
Seven Years in Tibet (1997),https://www.imdb.com/title/tt0120102/,19
Son in Law (1993),https://www.imdb.com/title/tt0108186/,19
Escape to Witch Mountain (1975),https://www.imdb.com/title/tt072951/,18
Keeping the Faith (2000),https://www.imdb.com/title/tt0171433/,18
"Man with the Golden Gun, The (1974)",https://www.imdb.com/title/tt071807/,18
Night at the Museum (2006),https://www.imdb.com/title/tt0477347/,18
AVP: Alien vs. Predator (2004),https://www.imdb.com/title/tt0370263/,18
Defending Your Life (1991),https://www.imdb.com/title/tt0101698/,18
Dracula: Dead and Loving It (1995),https://www.imdb.com/title/tt0112896/,18
St. Elmo's Fire (1985),https://www.imdb.com/title/tt090060/,18
Things to Do in Denver When You're Dead (1995),https://www.imdb.com/title/tt0114660/,18
8MM (1999),https://www.imdb.com/title/tt0134273/,18
"Princess Diaries, The (2001)",https://www.imdb.com/title/tt0247638/,18
Guess Who's Coming to Dinner (1967),https://www.imdb.com/title/tt061735/,18
Clerks II (2006),https://www.imdb.com/title/tt0424345/,18
Under Siege (1992),https://www.imdb.com/title/tt0105690/,18
Hellboy II: The Golden Army (2008),https://www.imdb.com/title/tt0411477/,18
"Adventures of Robin Hood, The (1938)",https://www.imdb.com/title/tt029843/,18
Pet Sematary (1989),https://www.imdb.com/title/tt098084/,18
Bicentennial Man (1999),https://www.imdb.com/title/tt0182789/,18
"Phantom, The (1996)",https://www.imdb.com/title/tt0117331/,18
Persuasion (1995),https://www.imdb.com/title/tt0114117/,18
Deadpool (2016),https://www.imdb.com/title/tt01431045/,18
"Thirteenth Floor, The (1999)",https://www.imdb.com/title/tt0139809/,18
Diabolique (1996),https://www.imdb.com/title/tt0116095/,18
Nobody's Fool (1994),https://www.imdb.com/title/tt0110684/,18
Kiki's Delivery Service (Majo no takkyûbin) (1989),https://www.imdb.com/title/tt097814/,18
Thirteen Days (2000),https://www.imdb.com/title/tt0146309/,18
Space Cowboys (2000),https://www.imdb.com/title/tt0186566/,18
Red Rock West (1992),https://www.imdb.com/title/tt0105226/,18
Jack (1996),https://www.imdb.com/title/tt0116669/,18
21 (2008),https://www.imdb.com/title/tt0478087/,18
Red (2010),https://www.imdb.com/title/tt01245526/,18
Serial Mom (1994),https://www.imdb.com/title/tt0111127/,18
"Nutty Professor, The (1963)",https://www.imdb.com/title/tt057372/,18
Somewhere in Time (1980),https://www.imdb.com/title/tt081534/,18
For Your Eyes Only (1981),https://www.imdb.com/title/tt082398/,18
Grindhouse (2007),https://www.imdb.com/title/tt0462322/,18
First Blood (Rambo: First Blood) (1982),https://www.imdb.com/title/tt083944/,18
Sommersby (1993),https://www.imdb.com/title/tt0108185/,18
Guys and Dolls (1955),https://www.imdb.com/title/tt048140/,18
"Constant Gardener, The (2005)",https://www.imdb.com/title/tt0387131/,18
Teenage Mutant Ninja Turtles (1990),https://www.imdb.com/title/tt0100758/,18
Layer Cake (2004),https://www.imdb.com/title/tt0375912/,18
"Mosquito Coast, The (1986)",https://www.imdb.com/title/tt091557/,18
"War of the Worlds, The (1953)",https://www.imdb.com/title/tt046534/,18
Before Sunrise (1995),https://www.imdb.com/title/tt0112471/,18
I Heart Huckabees (2004),https://www.imdb.com/title/tt0356721/,18
"Parent Trap, The (1998)",https://www.imdb.com/title/tt0120783/,18
Little Big Man (1970),https://www.imdb.com/title/tt065988/,18
Saw II (2005),https://www.imdb.com/title/tt0432348/,18
Matilda (1996),https://www.imdb.com/title/tt0117008/,18
History of the World: Part I (1981),https://www.imdb.com/title/tt082517/,18
Pete's Dragon (1977),https://www.imdb.com/title/tt076538/,18
Mr. Mom (1983),https://www.imdb.com/title/tt085970/,18
"Score, The (2001)",https://www.imdb.com/title/tt0227445/,18
Shall We Dance? (Shall We Dansu?) (1996),https://www.imdb.com/title/tt0117615/,18
Living in Oblivion (1995),https://www.imdb.com/title/tt0113677/,18
"Golden Child, The (1986)",https://www.imdb.com/title/tt091129/,18
Little Nicky (2000),https://www.imdb.com/title/tt0185431/,18
Sliver (1993),https://www.imdb.com/title/tt0108162/,18
Wanted (2008),https://www.imdb.com/title/tt0493464/,18
Star Trek: Insurrection (1998),https://www.imdb.com/title/tt0120844/,17
Jean de Florette (1986),https://www.imdb.com/title/tt091288/,17
2012 (2009),https://www.imdb.com/title/tt01190080/,17
Bedazzled (2000),https://www.imdb.com/title/tt0230030/,17
Marathon Man (1976),https://www.imdb.com/title/tt074860/,17
13 Going on 30 (2004),https://www.imdb.com/title/tt0337563/,17
Pump Up the Volume (1990),https://www.imdb.com/title/tt0100436/,17
"Secret of Roan Inish, The (1994)",https://www.imdb.com/title/tt0111112/,17
"Thin Man, The (1934)",https://www.imdb.com/title/tt025878/,17
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",https://www.imdb.com/title/tt0390221/,17
Swiss Family Robinson (1960),https://www.imdb.com/title/tt054357/,17
Ant-Man (2015),https://www.imdb.com/title/tt0478970/,17
George of the Jungle (1997),https://www.imdb.com/title/tt0119190/,17
"Limey, The (1999)",https://www.imdb.com/title/tt0165854/,17
Local Hero (1983),https://www.imdb.com/title/tt085859/,17
Fantasia 2000 (1999),https://www.imdb.com/title/tt0120910/,17
"Color of Money, The (1986)",https://www.imdb.com/title/tt090863/,17
Thunderball (1965),https://www.imdb.com/title/tt059800/,17
American Splendor (2003),https://www.imdb.com/title/tt0305206/,17
"Wrestler, The (2008)",https://www.imdb.com/title/tt01125849/,17
Before Sunset (2004),https://www.imdb.com/title/tt0381681/,17
About Last Night... (1986),https://www.imdb.com/title/tt090583/,17
Arthur (1981),https://www.imdb.com/title/tt082031/,17
Licence to Kill (1989),https://www.imdb.com/title/tt097742/,17
"Animatrix, The (2003)",https://www.imdb.com/title/tt0328832/,17
"Contender, The (2000)",https://www.imdb.com/title/tt0208874/,17
"Sum of All Fears, The (2002)",https://www.imdb.com/title/tt0164184/,17
Flight of the Navigator (1986),https://www.imdb.com/title/tt091059/,17
X-Men Origins: Wolverine (2009),https://www.imdb.com/title/tt0458525/,17
Along Came a Spider (2001),https://www.imdb.com/title/tt0164334/,17
"Verdict, The (1982)",https://www.imdb.com/title/tt084855/,17
Rocky II (1979),https://www.imdb.com/title/tt079817/,17
Mister Roberts (1955),https://www.imdb.com/title/tt048380/,17
Super Mario Bros. (1993),https://www.imdb.com/title/tt0108255/,17
"Year of Living Dangerously, The (1982)",https://www.imdb.com/title/tt086617/,17
Everyone Says I Love You (1996),https://www.imdb.com/title/tt0116242/,17
"Love Bug, The (1969)",https://www.imdb.com/title/tt064603/,17
Point Break (1991),https://www.imdb.com/title/tt0102685/,17
"Unbearable Lightness of Being, The (1988)",https://www.imdb.com/title/tt096332/,17
"Perfect World, A (1993)",https://www.imdb.com/title/tt0107808/,17
Starsky & Hutch (2004),https://www.imdb.com/title/tt0335438/,17
Winnie the Pooh and the Blustery Day (1968),https://www.imdb.com/title/tt063819/,17
Soylent Green (1973),https://www.imdb.com/title/tt070723/,17
"Transporter, The (2002)",https://www.imdb.com/title/tt0293662/,17
Kids in the Hall: Brain Candy (1996),https://www.imdb.com/title/tt0116768/,17
Friday the 13th (1980),https://www.imdb.com/title/tt080761/,17
"Town, The (2010)",https://www.imdb.com/title/tt0840361/,17
"Ref, The (1994)",https://www.imdb.com/title/tt0110955/,17
"Ice Storm, The (1997)",https://www.imdb.com/title/tt0119349/,17
Nick of Time (1995),https://www.imdb.com/title/tt0113972/,17
House of Flying Daggers (Shi mian mai fu) (2004),https://www.imdb.com/title/tt0385004/,17
"Texas Chainsaw Massacre, The (1974)",https://www.imdb.com/title/tt072271/,17
Howards End (1992),https://www.imdb.com/title/tt0104454/,17
Hud (1963),https://www.imdb.com/title/tt057163/,17
"Hand That Rocks the Cradle, The (1992)",https://www.imdb.com/title/tt0104389/,17
Cat on a Hot Tin Roof (1958),https://www.imdb.com/title/tt051459/,17
Small Soldiers (1998),https://www.imdb.com/title/tt0122718/,17
"Book of Eli, The (2010)",https://www.imdb.com/title/tt01037705/,17
Candyman (1992),https://www.imdb.com/title/tt0103919/,17
Captain America: The Winter Soldier (2014),https://www.imdb.com/title/tt01843866/,17
In America (2002),https://www.imdb.com/title/tt0298845/,17
Talladega Nights: The Ballad of Ricky Bobby (2006),https://www.imdb.com/title/tt0415306/,17
Quantum of Solace (2008),https://www.imdb.com/title/tt0830515/,17
White Squall (1996),https://www.imdb.com/title/tt0118158/,17
Grand Canyon (1991),https://www.imdb.com/title/tt0101969/,17
"Celluloid Closet, The (1995)",https://www.imdb.com/title/tt0112651/,17
"Incredible Hulk, The (2008)",https://www.imdb.com/title/tt0800080/,17
Bottle Rocket (1996),https://www.imdb.com/title/tt0115734/,17
"Honey, I Blew Up the Kid (1992)",https://www.imdb.com/title/tt0104437/,17
Honeymoon in Vegas (1992),https://www.imdb.com/title/tt0104438/,17
Despicable Me (2010),https://www.imdb.com/title/tt01323594/,16
Lolita (1962),https://www.imdb.com/title/tt056193/,16
World War Z (2013),https://www.imdb.com/title/tt0816711/,16
Angels and Insects (1995),https://www.imdb.com/title/tt0112365/,16
Monster (2003),https://www.imdb.com/title/tt0340855/,16
Key Largo (1948),https://www.imdb.com/title/tt040506/,16
Match Point (2005),https://www.imdb.com/title/tt0416320/,16
Monsoon Wedding (2001),https://www.imdb.com/title/tt0265343/,16
Moneyball (2011),https://www.imdb.com/title/tt01210166/,16
American Hustle (2013),https://www.imdb.com/title/tt01800241/,16
Universal Soldier (1992),https://www.imdb.com/title/tt0105698/,16
Dr. Horrible's Sing-Along Blog (2008),https://www.imdb.com/title/tt01227926/,16
Reign of Fire (2002),https://www.imdb.com/title/tt0253556/,16
What's Love Got to Do with It? (1993),https://www.imdb.com/title/tt0108551/,16
Prometheus (2012),https://www.imdb.com/title/tt01446714/,16
Hulk (2003),https://www.imdb.com/title/tt0286716/,16
Babel (2006),https://www.imdb.com/title/tt0449467/,16
Excalibur (1981),https://www.imdb.com/title/tt082348/,16
"39 Steps, The (1935)",https://www.imdb.com/title/tt026029/,16
Alien Nation (1988),https://www.imdb.com/title/tt094631/,16
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),https://www.imdb.com/title/tt0275277/,16
Spellbound (2002),https://www.imdb.com/title/tt0334405/,16
Quills (2000),https://www.imdb.com/title/tt0180073/,16
Once Upon a Time in the West (C'era una volta il West) (1968),https://www.imdb.com/title/tt064116/,16
Auntie Mame (1958),https://www.imdb.com/title/tt051383/,16
With Honors (1994),https://www.imdb.com/title/tt0111732/,16
2 Days in the Valley (1996),https://www.imdb.com/title/tt0115438/,16
Cold Comfort Farm (1995),https://www.imdb.com/title/tt0112701/,16
Cold Mountain (2003),https://www.imdb.com/title/tt0159365/,16
Pacific Rim (2013),https://www.imdb.com/title/tt01663662/,16
Van Helsing (2004),https://www.imdb.com/title/tt0338526/,16
Priest (1994),https://www.imdb.com/title/tt0110889/,16
Talk to Her (Hable con Ella) (2002),https://www.imdb.com/title/tt0287467/,16
"Time Machine, The (1960)",https://www.imdb.com/title/tt054387/,16
Confessions of a Dangerous Mind (2002),https://www.imdb.com/title/tt0290538/,16
Mouse Hunt (1997),https://www.imdb.com/title/tt0119715/,16
"Candidate, The (1972)",https://www.imdb.com/title/tt068334/,16
Flubber (1997),https://www.imdb.com/title/tt0119137/,16
27 Dresses (2008),https://www.imdb.com/title/tt0988595/,16
"Apostle, The (1997)",https://www.imdb.com/title/tt0118632/,16
Spellbound (1945),https://www.imdb.com/title/tt038109/,16
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),https://www.imdb.com/title/tt0110027/,16
When We Were Kings (1996),https://www.imdb.com/title/tt0118147/,16
Beauty of the Day (Belle de jour) (1967),https://www.imdb.com/title/tt061395/,16
Rashomon (Rashômon) (1950),https://www.imdb.com/title/tt042876/,16
Rising Sun (1993),https://www.imdb.com/title/tt0107969/,16
Addicted to Love (1997),https://www.imdb.com/title/tt0118556/,16
Married to the Mob (1988),https://www.imdb.com/title/tt095593/,16
We Were Soldiers (2002),https://www.imdb.com/title/tt0277434/,16
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",https://www.imdb.com/title/tt050976/,16
"Girl with the Dragon Tattoo, The (2011)",https://www.imdb.com/title/tt01568346/,16
Battleship Potemkin (1925),https://www.imdb.com/title/tt015648/,16
House on Haunted Hill (1999),https://www.imdb.com/title/tt0185371/,16
Deconstructing Harry (1997),https://www.imdb.com/title/tt0118954/,16
What Ever Happened to Baby Jane? (1962),https://www.imdb.com/title/tt056687/,16
East of Eden (1955),https://www.imdb.com/title/tt048028/,16
Manon of the Spring (Manon des sources) (1986),https://www.imdb.com/title/tt091480/,16
48 Hrs. (1982),https://www.imdb.com/title/tt083511/,16
Drop Zone (1994),https://www.imdb.com/title/tt0109676/,16
"Affair to Remember, An (1957)",https://www.imdb.com/title/tt050105/,16
Syriana (2005),https://www.imdb.com/title/tt0365737/,16
European Vacation (aka National Lampoon's European Vacation) (1985),https://www.imdb.com/title/tt089670/,16
"Prophecy, The (1995)",https://www.imdb.com/title/tt0114194/,16
Once Were Warriors (1994),https://www.imdb.com/title/tt0110729/,16
"Next Karate Kid, The (1994)",https://www.imdb.com/title/tt0110657/,16
"Siege, The (1998)",https://www.imdb.com/title/tt0133952/,16
EuroTrip (2004),https://www.imdb.com/title/tt0356150/,16
You Can Count on Me (2000),https://www.imdb.com/title/tt0203230/,16
About Time (2013),https://www.imdb.com/title/tt02194499/,15
Bill & Ted's Bogus Journey (1991),https://www.imdb.com/title/tt0101452/,15
"Help, The (2011)",https://www.imdb.com/title/tt01454029/,15
Spawn (1997),https://www.imdb.com/title/tt0120177/,15
Hugo (2011),https://www.imdb.com/title/tt0970179/,15
"Last King of Scotland, The (2006)",https://www.imdb.com/title/tt0455590/,15
Primary Colors (1998),https://www.imdb.com/title/tt0119942/,15
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),https://www.imdb.com/title/tt02562232/,15
"War Room, The (1993)",https://www.imdb.com/title/tt0108515/,15
For Love of the Game (1999),https://www.imdb.com/title/tt0126916/,15
Lars and the Real Girl (2007),https://www.imdb.com/title/tt0805564/,15
